unique_id_x,retweets,favorites,handle_x,fecha,adjpoll_clinton,adjpoll_trump,index_weighted
HillaryClinton_201677,69475,151983,HillaryClinton,2016-07-07,42.19336666666667,37.61804333333333,1.9134794439439935e-08
realDonaldTrump_201677,37292,119897,realDonaldTrump,2016-07-07,42.19336666666667,37.61804333333333,1.9134794439439935e-08
HillaryClinton_201678,47636,127891,HillaryClinton,2016-07-08,42.426395,40.11371833333333,4.685687938972787e-06
realDonaldTrump_201678,58937,187167,realDonaldTrump,2016-07-08,42.426395,40.11371833333333,4.685687938972787e-06
HillaryClinton_201679,14261,36351,HillaryClinton,2016-07-09,43.92683666666667,35.24251,9.311935254786951e-09
realDonaldTrump_201679,12015,40404,realDonaldTrump,2016-07-09,43.92683666666667,35.24251,9.311935254786951e-09
HillaryClinton_201681,49812,108947,HillaryClinton,2016-08-01,38.97882111111111,41.23314,2.8085204941454973e-06
realDonaldTrump_201681,185375,527385,realDonaldTrump,2016-08-01,38.97882111111111,41.23314,2.8085204941454973e-06
HillaryClinton_2016810,44040,109319,HillaryClinton,2016-08-10,43.049778333333336,38.52193833333333,2.4076661604734563e-08
realDonaldTrump_2016810,92277,269069,realDonaldTrump,2016-08-10,43.049778333333336,38.52193833333333,2.4076661604734563e-08
HillaryClinton_2016811,88040,243295,HillaryClinton,2016-08-11,37.643481666666666,46.027955,4.853773431381186e-05
realDonaldTrump_2016811,33292,92071,realDonaldTrump,2016-08-11,37.643481666666666,46.027955,4.853773431381186e-05
HillaryClinton_2016812,47227,104525,HillaryClinton,2016-08-12,39.23186833333333,42.18434666666666,1.2947059120810191e-05
realDonaldTrump_2016812,57752,179583,realDonaldTrump,2016-08-12,39.23186833333333,42.18434666666666,1.2947059120810191e-05
HillaryClinton_2016813,12533,36384,HillaryClinton,2016-08-13,41.8392,37.65226666666667,1.9977359653189682e-08
realDonaldTrump_2016813,44668,150342,realDonaldTrump,2016-08-13,41.8392,37.65226666666667,1.9977359653189682e-08
HillaryClinton_2016814,8221,28728,HillaryClinton,2016-08-14,42.12119166666667,42.737815000000005,2.2514487780940672e-08
realDonaldTrump_2016814,112709,343441,realDonaldTrump,2016-08-14,42.12119166666667,42.737815000000005,2.2514487780940672e-08
HillaryClinton_2016815,69757,183495,HillaryClinton,2016-08-15,38.431605,42.77850333333333,5.456909087678678e-07
realDonaldTrump_2016815,24673,49010,realDonaldTrump,2016-08-15,38.431605,42.77850333333333,5.456909087678678e-07
HillaryClinton_2016816,32338,88693,HillaryClinton,2016-08-16,44.73489833333333,42.47527333333333,4.069798260142871e-06
realDonaldTrump_2016816,37074,99118,realDonaldTrump,2016-08-16,44.73489833333333,42.47527333333333,4.069798260142871e-06
HillaryClinton_2016817,27742,71840,HillaryClinton,2016-08-17,45.41140222222222,39.65714777777778,1.3365309535721275e-06
realDonaldTrump_2016817,50530,142190,realDonaldTrump,2016-08-17,45.41140222222222,39.65714777777778,1.3365309535721275e-06
HillaryClinton_2016818,38088,93131,HillaryClinton,2016-08-18,43.66723166666666,38.964025,4.179377926593053e-06
realDonaldTrump_2016818,47557,102723,realDonaldTrump,2016-08-18,43.66723166666666,38.964025,4.179377926593053e-06
HillaryClinton_2016819,51799,134669,HillaryClinton,2016-08-19,44.61781,35.06664333333333,9.944878353259408e-09
realDonaldTrump_2016819,85242,251383,realDonaldTrump,2016-08-19,44.61781,35.06664333333333,9.944878353259408e-09
HillaryClinton_201682,72933,169562,HillaryClinton,2016-08-02,48.05676444444444,37.59436,9.395268874940258e-07
realDonaldTrump_201682,103043,254693,realDonaldTrump,2016-08-02,48.05676444444444,37.59436,9.395268874940258e-07
HillaryClinton_2016820,26663,55234,HillaryClinton,2016-08-20,42.93602222222222,40.77421777777778,2.834305282405416e-06
realDonaldTrump_2016820,46673,154893,realDonaldTrump,2016-08-20,42.93602222222222,40.77421777777778,2.834305282405416e-06
HillaryClinton_2016821,28153,69342,HillaryClinton,2016-08-21,43.439915000000006,38.54165166666667,2.701734718570036e-06
realDonaldTrump_2016821,40562,122886,realDonaldTrump,2016-08-21,43.439915000000006,38.54165166666667,2.701734718570036e-06
HillaryClinton_2016822,19599,43756,HillaryClinton,2016-08-22,43.71289444444445,39.76605333333333,7.766303715964513e-06
realDonaldTrump_2016822,47285,147370,realDonaldTrump,2016-08-22,43.71289444444445,39.76605333333333,7.766303715964513e-06
HillaryClinton_2016823,34388,72069,HillaryClinton,2016-08-23,44.190575555555554,40.32687222222222,1.960164062803325e-05
realDonaldTrump_2016823,64365,186899,realDonaldTrump,2016-08-23,44.190575555555554,40.32687222222222,1.960164062803325e-05
HillaryClinton_2016824,37716,107295,HillaryClinton,2016-08-24,43.37989,35.58992,9.007737565105025e-09
realDonaldTrump_2016824,55154,177261,realDonaldTrump,2016-08-24,43.37989,35.58992,9.007737565105025e-09
HillaryClinton_2016825,127870,263963,HillaryClinton,2016-08-25,45.47421666666667,33.61337,9.578072352748545e-09
realDonaldTrump_2016825,93646,241981,realDonaldTrump,2016-08-25,45.47421666666667,33.61337,9.578072352748545e-09
HillaryClinton_2016826,73026,196611,HillaryClinton,2016-08-26,43.83734904761905,41.21613,0.0002009760759776
realDonaldTrump_2016826,93829,244995,realDonaldTrump,2016-08-26,43.83734904761905,41.21613,0.0002009760759776
HillaryClinton_2016827,14148,28098,HillaryClinton,2016-08-27,40.49714111111111,38.57530666666666,2.725670488766221e-05
realDonaldTrump_2016827,64766,185517,realDonaldTrump,2016-08-27,40.49714111111111,38.57530666666666,2.725670488766221e-05
HillaryClinton_2016828,25082,56520,HillaryClinton,2016-08-28,41.188161666666666,41.322,5.91533865039913e-07
realDonaldTrump_2016828,40654,122539,realDonaldTrump,2016-08-28,41.188161666666666,41.322,5.91533865039913e-07
HillaryClinton_2016829,28083,58927,HillaryClinton,2016-08-29,43.30588333333333,39.89910666666666,1.1849903077310893e-07
realDonaldTrump_2016829,85128,226428,realDonaldTrump,2016-08-29,43.30588333333333,39.89910666666666,1.1849903077310893e-07
HillaryClinton_201683,55554,144814,HillaryClinton,2016-08-03,39.23822,39.93445666666667,5.2921016386725e-08
realDonaldTrump_201683,53872,168389,realDonaldTrump,2016-08-03,39.23822,39.93445666666667,5.2921016386725e-08
HillaryClinton_2016830,29259,66228,HillaryClinton,2016-08-30,38.00068,37.58116,5.5633684687000384e-08
realDonaldTrump_2016830,49704,145879,realDonaldTrump,2016-08-30,38.00068,37.58116,5.5633684687000384e-08
HillaryClinton_2016831,84403,143107,HillaryClinton,2016-08-31,46.73784333333333,36.8521,6.747877668750964e-06
realDonaldTrump_2016831,52696,148758,realDonaldTrump,2016-08-31,46.73784333333333,36.8521,6.747877668750964e-06
HillaryClinton_201684,47704,139562,HillaryClinton,2016-08-04,44.14848222222222,39.999274444444445,3.86354974124547e-06
realDonaldTrump_201684,58921,177687,realDonaldTrump,2016-08-04,44.14848222222222,39.999274444444445,3.86354974124547e-06
HillaryClinton_201685,61647,167164,HillaryClinton,2016-08-05,42.75765166666667,40.99510333333333,9.842549318551948e-08
realDonaldTrump_201685,67376,176415,realDonaldTrump,2016-08-05,42.75765166666667,40.99510333333333,9.842549318551948e-08
HillaryClinton_201686,48339,114173,HillaryClinton,2016-08-06,38.14059,40.97935666666667,6.088444761788094e-08
realDonaldTrump_201686,80377,245035,realDonaldTrump,2016-08-06,38.14059,40.97935666666667,6.088444761788094e-08
HillaryClinton_201687,36729,109538,HillaryClinton,2016-08-07,40.770285,37.22016166666666,6.547620820791976e-08
realDonaldTrump_201687,33216,97807,realDonaldTrump,2016-08-07,40.770285,37.22016166666666,6.547620820791976e-08
HillaryClinton_201688,77191,177765,HillaryClinton,2016-08-08,44.31016888888889,40.723283888888886,4.7001891152549695e-05
realDonaldTrump_201688,62145,183962,realDonaldTrump,2016-08-08,44.31016888888889,40.723283888888886,4.7001891152549695e-05
HillaryClinton_201689,36542,85641,HillaryClinton,2016-08-09,43.606165,41.97098583333334,1.1277670426874803e-05
realDonaldTrump_201689,68450,198638,realDonaldTrump,2016-08-09,43.606165,41.97098583333334,1.1277670426874803e-05
HillaryClinton_201691,75998,164588,HillaryClinton,2016-09-01,45.87927866666666,38.20986066666667,4.879157560606412e-05
realDonaldTrump_201691,80274,203606,realDonaldTrump,2016-09-01,45.87927866666666,38.20986066666667,4.879157560606412e-05
HillaryClinton_2016910,89784,177408,HillaryClinton,2016-09-10,47.24163888888889,36.52870111111111,6.728139914602348e-05
realDonaldTrump_2016910,85458,272543,realDonaldTrump,2016-09-10,47.24163888888889,36.52870111111111,6.728139914602348e-05
HillaryClinton_2016911,33208,74444,HillaryClinton,2016-09-11,45.280716,39.426078,0.0001268353610422
realDonaldTrump_2016911,9682,22000,realDonaldTrump,2016-09-11,45.280716,39.426078,0.0001268353610422
HillaryClinton_2016912,65048,163529,HillaryClinton,2016-09-12,41.90373,37.42008,7.371640806843333e-08
realDonaldTrump_2016912,26855,102467,realDonaldTrump,2016-09-12,41.90373,37.42008,7.371640806843333e-08
HillaryClinton_2016913,99842,220924,HillaryClinton,2016-09-13,43.99796555555556,40.70288222222222,6.205832881100109e-06
realDonaldTrump_2016913,61867,167813,realDonaldTrump,2016-09-13,43.99796555555556,40.70288222222222,6.205832881100109e-06
HillaryClinton_2016914,128232,220355,HillaryClinton,2016-09-14,43.65033333333333,36.347636666666666,8.435680512976975e-08
realDonaldTrump_2016914,56486,179288,realDonaldTrump,2016-09-14,43.65033333333333,36.347636666666666,8.435680512976975e-08
HillaryClinton_2016915,67025,138785,HillaryClinton,2016-09-15,44.655335,38.149645,1.1155797425474465e-07
realDonaldTrump_2016915,45663,145195,realDonaldTrump,2016-09-15,44.655335,38.149645,1.1155797425474465e-07
HillaryClinton_2016916,212530,477133,HillaryClinton,2016-09-16,47.51962222222223,37.53135333333333,0.0001404363702119
realDonaldTrump_2016916,38348,121486,realDonaldTrump,2016-09-16,47.51962222222223,37.53135333333333,0.0001404363702119
HillaryClinton_2016917,46552,106086,HillaryClinton,2016-09-17,42.84811833333333,38.37903666666667,8.303594134370317e-06
realDonaldTrump_2016917,73713,232874,realDonaldTrump,2016-09-17,42.84811833333333,38.37903666666667,8.303594134370317e-06
HillaryClinton_2016918,53698,115201,HillaryClinton,2016-09-18,46.070771666666666,40.72915,0.0003623790143052
realDonaldTrump_2016918,48929,145835,realDonaldTrump,2016-09-18,46.070771666666666,40.72915,0.0003623790143052
HillaryClinton_2016919,93754,227461,HillaryClinton,2016-09-19,46.19312166666666,38.742595,5.624279469712123e-05
realDonaldTrump_2016919,71499,200278,realDonaldTrump,2016-09-19,46.19312166666666,38.742595,5.624279469712123e-05
HillaryClinton_201692,40697,91941,HillaryClinton,2016-09-02,49.63909,37.78259888888888,0.0001355747010699
realDonaldTrump_201692,35023,108471,realDonaldTrump,2016-09-02,49.63909,37.78259888888888,0.0001355747010699
HillaryClinton_2016920,67658,125442,HillaryClinton,2016-09-20,39.111783333333335,38.28554833333333,3.994975962068024e-07
realDonaldTrump_2016920,71449,210970,realDonaldTrump,2016-09-20,39.111783333333335,38.28554833333333,3.994975962068024e-07
HillaryClinton_2016921,50179,107517,HillaryClinton,2016-09-21,42.656216666666666,34.22924666666666,3.461311237414397e-08
realDonaldTrump_2016921,60804,180707,realDonaldTrump,2016-09-21,42.656216666666666,34.22924666666666,3.461311237414397e-08
HillaryClinton_2016922,94553,180144,HillaryClinton,2016-09-22,45.844655,41.411824583333335,3.5593190353173575e-05
realDonaldTrump_2016922,17517,60304,realDonaldTrump,2016-09-22,45.844655,41.411824583333335,3.5593190353173575e-05
HillaryClinton_2016923,105636,181636,HillaryClinton,2016-09-23,42.34624333333333,32.44883,4.2522056098527766e-08
realDonaldTrump_2016923,38578,94094,realDonaldTrump,2016-09-23,42.34624333333333,32.44883,4.2522056098527766e-08
HillaryClinton_2016924,53592,111615,HillaryClinton,2016-09-24,43.35177333333333,32.56041666666667,4.858091715265123e-08
realDonaldTrump_2016924,56532,150171,realDonaldTrump,2016-09-24,43.35177333333333,32.56041666666667,4.858091715265123e-08
HillaryClinton_2016925,61019,123945,HillaryClinton,2016-09-25,44.45143,32.573613333333334,4.9725071225070474e-08
realDonaldTrump_2016925,53748,174033,realDonaldTrump,2016-09-25,44.45143,32.573613333333334,4.9725071225070474e-08
HillaryClinton_2016926,105907,185308,HillaryClinton,2016-09-26,53.791914,34.630198666666665,0.0009420060231251
realDonaldTrump_2016926,222086,519918,realDonaldTrump,2016-09-26,53.791914,34.630198666666665,0.0009420060231251
HillaryClinton_2016927,870201,1667312,HillaryClinton,2016-09-27,45.13381916666666,38.44657083333333,0.0001339467205957
realDonaldTrump_2016927,235711,602691,realDonaldTrump,2016-09-27,45.13381916666666,38.44657083333333,0.0001339467205957
HillaryClinton_2016928,218,651,HillaryClinton,2016-09-28,47.28622833333333,38.960793333333335,1.3643023412137258e-05
realDonaldTrump_2016928,56181,147056,realDonaldTrump,2016-09-28,47.28622833333333,38.960793333333335,1.3643023412137258e-05
HillaryClinton_201693,26007,52479,HillaryClinton,2016-09-03,46.263355,39.61218333333333,1.2210602741856754e-05
realDonaldTrump_201693,46500,129468,realDonaldTrump,2016-09-03,46.263355,39.61218333333333,1.2210602741856754e-05
HillaryClinton_201694,14924,35609,HillaryClinton,2016-09-04,46.54372166666667,39.58074833333333,1.6388860128294872e-05
realDonaldTrump_201694,86591,262539,realDonaldTrump,2016-09-04,46.54372166666667,39.58074833333333,1.6388860128294872e-05
HillaryClinton_201695,31682,75247,HillaryClinton,2016-09-05,44.46689222222222,39.19845222222222,6.268386246605132e-05
realDonaldTrump_201695,40835,112505,realDonaldTrump,2016-09-05,44.46689222222222,39.19845222222222,6.268386246605132e-05
HillaryClinton_201696,29551,68532,HillaryClinton,2016-09-06,39.458995,35.281565,3.536001902160667e-05
realDonaldTrump_201696,84979,252580,realDonaldTrump,2016-09-06,39.458995,35.281565,3.536001902160667e-05
HillaryClinton_201697,59368,119819,HillaryClinton,2016-09-07,49.73843,35.97035277777778,0.000321056081068
realDonaldTrump_201697,35061,108862,realDonaldTrump,2016-09-07,49.73843,35.97035277777778,0.000321056081068
HillaryClinton_201698,136785,312844,HillaryClinton,2016-09-08,43.82154,34.97533333333333,2.679645877192692e-07
realDonaldTrump_201698,99890,301214,realDonaldTrump,2016-09-08,43.82154,34.97533333333333,2.679645877192692e-07
HillaryClinton_201699,39653,91081,HillaryClinton,2016-09-09,36.358756666666665,43.05139499999999,5.828277090665387e-06
realDonaldTrump_201699,51192,145409,realDonaldTrump,2016-09-09,36.358756666666665,43.05139499999999,5.828277090665387e-06
realDonaldTrump_2015101,17589,32246,realDonaldTrump,2015-10-01,,,
realDonaldTrump_20151010,13732,27898,realDonaldTrump,2015-10-10,,,
realDonaldTrump_20151011,8133,17633,realDonaldTrump,2015-10-11,,,
realDonaldTrump_20151012,7626,15572,realDonaldTrump,2015-10-12,,,
realDonaldTrump_20151013,141209,324088,realDonaldTrump,2015-10-13,,,
realDonaldTrump_20151014,18736,46075,realDonaldTrump,2015-10-14,,,
realDonaldTrump_20151015,20191,40782,realDonaldTrump,2015-10-15,,,
realDonaldTrump_20151016,22674,44559,realDonaldTrump,2015-10-16,,,
realDonaldTrump_20151017,16424,33169,realDonaldTrump,2015-10-17,,,
realDonaldTrump_20151018,47289,93992,realDonaldTrump,2015-10-18,,,
realDonaldTrump_20151019,23474,43260,realDonaldTrump,2015-10-19,,,
realDonaldTrump_2015102,19569,37243,realDonaldTrump,2015-10-02,,,
realDonaldTrump_20151020,19579,42000,realDonaldTrump,2015-10-20,,,
realDonaldTrump_20151021,15386,30907,realDonaldTrump,2015-10-21,,,
realDonaldTrump_20151022,13275,25693,realDonaldTrump,2015-10-22,,,
realDonaldTrump_20151023,5147,11375,realDonaldTrump,2015-10-23,,,
realDonaldTrump_20151024,20650,43698,realDonaldTrump,2015-10-24,,,
realDonaldTrump_20151025,44631,85731,realDonaldTrump,2015-10-25,,,
realDonaldTrump_20151026,11456,23861,realDonaldTrump,2015-10-26,,,
realDonaldTrump_20151027,18138,35399,realDonaldTrump,2015-10-27,,,
realDonaldTrump_20151028,26080,53286,realDonaldTrump,2015-10-28,,,
realDonaldTrump_20151029,37402,81087,realDonaldTrump,2015-10-29,,,
realDonaldTrump_2015103,15743,27017,realDonaldTrump,2015-10-03,,,
realDonaldTrump_20151030,20912,44423,realDonaldTrump,2015-10-30,,,
realDonaldTrump_20151031,35849,71960,realDonaldTrump,2015-10-31,,,
realDonaldTrump_2015104,24088,42930,realDonaldTrump,2015-10-04,,,
realDonaldTrump_2015105,20637,34765,realDonaldTrump,2015-10-05,,,
realDonaldTrump_2015106,24828,49883,realDonaldTrump,2015-10-06,,,
realDonaldTrump_2015107,18829,34920,realDonaldTrump,2015-10-07,,,
realDonaldTrump_2015108,24342,38699,realDonaldTrump,2015-10-08,,,
realDonaldTrump_2015109,19804,38499,realDonaldTrump,2015-10-09,,,
realDonaldTrump_201511,3567,4313,realDonaldTrump,2015-01-01,,,
realDonaldTrump_2015110,359,493,realDonaldTrump,2015-01-10,,,
realDonaldTrump_2015111,22610,43561,realDonaldTrump,2015-11-01,,,
realDonaldTrump_20151110,14059,32952,realDonaldTrump,2015-11-10,,,
realDonaldTrump_20151111,14500,35525,realDonaldTrump,2015-11-11,,,
realDonaldTrump_20151112,27069,58480,realDonaldTrump,2015-11-12,,,
realDonaldTrump_20151113,35699,78580,realDonaldTrump,2015-11-13,,,
realDonaldTrump_20151114,41998,94735,realDonaldTrump,2015-11-14,,,
realDonaldTrump_20151115,52718,105755,realDonaldTrump,2015-11-15,,,
realDonaldTrump_20151116,23552,57939,realDonaldTrump,2015-11-16,,,
realDonaldTrump_20151117,35004,67491,realDonaldTrump,2015-11-17,,,
realDonaldTrump_20151118,6752,15396,realDonaldTrump,2015-11-18,,,
realDonaldTrump_20151119,48104,112240,realDonaldTrump,2015-11-19,,,
realDonaldTrump_2015112,24125,42676,realDonaldTrump,2015-11-02,,,
realDonaldTrump_20151120,43647,103358,realDonaldTrump,2015-11-20,,,
realDonaldTrump_20151121,25065,59051,realDonaldTrump,2015-11-21,,,
realDonaldTrump_20151122,35602,74996,realDonaldTrump,2015-11-22,,,
realDonaldTrump_20151123,23439,54850,realDonaldTrump,2015-11-23,,,
realDonaldTrump_20151124,16635,42434,realDonaldTrump,2015-11-24,,,
realDonaldTrump_20151125,21240,51381,realDonaldTrump,2015-11-25,,,
realDonaldTrump_20151126,16246,41218,realDonaldTrump,2015-11-26,,,
realDonaldTrump_20151127,11506,26200,realDonaldTrump,2015-11-27,,,
realDonaldTrump_20151128,20057,52562,realDonaldTrump,2015-11-28,,,
realDonaldTrump_20151129,15717,36987,realDonaldTrump,2015-11-29,,,
realDonaldTrump_2015113,21059,38942,realDonaldTrump,2015-11-03,,,
realDonaldTrump_20151130,15756,33870,realDonaldTrump,2015-11-30,,,
realDonaldTrump_2015114,11515,21746,realDonaldTrump,2015-11-04,,,
realDonaldTrump_2015115,14042,26166,realDonaldTrump,2015-11-05,,,
realDonaldTrump_2015116,40245,66405,realDonaldTrump,2015-11-06,,,
realDonaldTrump_2015117,21417,47769,realDonaldTrump,2015-11-07,,,
realDonaldTrump_2015118,26456,67523,realDonaldTrump,2015-11-08,,,
realDonaldTrump_2015119,13433,27914,realDonaldTrump,2015-11-09,,,
realDonaldTrump_201512,1859,2613,realDonaldTrump,2015-01-02,,,
realDonaldTrump_2015120,3659,4686,realDonaldTrump,2015-01-20,,,
realDonaldTrump_2015121,21298,45909,realDonaldTrump,2015-12-01,,,
realDonaldTrump_20151210,57745,114771,realDonaldTrump,2015-12-10,,,
realDonaldTrump_20151211,40995,82864,realDonaldTrump,2015-12-11,,,
realDonaldTrump_20151212,31285,74892,realDonaldTrump,2015-12-12,,,
realDonaldTrump_20151213,44275,105882,realDonaldTrump,2015-12-13,,,
realDonaldTrump_20151214,17432,42197,realDonaldTrump,2015-12-14,,,
realDonaldTrump_20151215,39124,106312,realDonaldTrump,2015-12-15,,,
realDonaldTrump_20151216,26159,70787,realDonaldTrump,2015-12-16,,,
realDonaldTrump_20151217,16218,35772,realDonaldTrump,2015-12-17,,,
realDonaldTrump_20151218,26484,61150,realDonaldTrump,2015-12-18,,,
realDonaldTrump_20151219,26094,65576,realDonaldTrump,2015-12-19,,,
realDonaldTrump_2015122,24509,56162,realDonaldTrump,2015-12-02,,,
realDonaldTrump_20151220,25459,62707,realDonaldTrump,2015-12-20,,,
realDonaldTrump_20151221,34078,82633,realDonaldTrump,2015-12-21,,,
realDonaldTrump_20151222,59224,132077,realDonaldTrump,2015-12-22,,,
realDonaldTrump_20151223,39660,94982,realDonaldTrump,2015-12-23,,,
realDonaldTrump_20151224,38229,105544,realDonaldTrump,2015-12-24,,,
realDonaldTrump_20151225,21655,64429,realDonaldTrump,2015-12-25,,,
realDonaldTrump_20151226,21902,58435,realDonaldTrump,2015-12-26,,,
realDonaldTrump_20151227,23915,63453,realDonaldTrump,2015-12-27,,,
realDonaldTrump_20151228,31615,87128,realDonaldTrump,2015-12-28,,,
realDonaldTrump_20151229,20918,55856,realDonaldTrump,2015-12-29,,,
realDonaldTrump_2015123,32114,76041,realDonaldTrump,2015-12-03,,,
realDonaldTrump_20151230,20960,63420,realDonaldTrump,2015-12-30,,,
realDonaldTrump_20151231,32174,91703,realDonaldTrump,2015-12-31,,,
realDonaldTrump_2015124,24101,57644,realDonaldTrump,2015-12-04,,,
realDonaldTrump_2015125,18067,35305,realDonaldTrump,2015-12-05,,,
realDonaldTrump_2015126,70954,162479,realDonaldTrump,2015-12-06,,,
realDonaldTrump_2015127,42057,100287,realDonaldTrump,2015-12-07,,,
realDonaldTrump_2015128,33458,80369,realDonaldTrump,2015-12-08,,,
realDonaldTrump_2015129,58113,118225,realDonaldTrump,2015-12-09,,,
realDonaldTrump_201513,583,1294,realDonaldTrump,2015-01-03,,,
realDonaldTrump_2015130,6705,5045,realDonaldTrump,2015-01-30,,,
realDonaldTrump_2015131,245,554,realDonaldTrump,2015-01-31,,,
realDonaldTrump_201514,3176,7319,realDonaldTrump,2015-01-04,,,
realDonaldTrump_201515,1926,4093,realDonaldTrump,2015-01-05,,,
realDonaldTrump_201516,1741,2706,realDonaldTrump,2015-01-06,,,
realDonaldTrump_201517,9730,9697,realDonaldTrump,2015-01-07,,,
realDonaldTrump_201518,15271,24027,realDonaldTrump,2015-01-08,,,
realDonaldTrump_201519,1262,1635,realDonaldTrump,2015-01-09,,,
realDonaldTrump_201521,5944,7155,realDonaldTrump,2015-02-01,,,
realDonaldTrump_2015210,2266,3260,realDonaldTrump,2015-02-10,,,
realDonaldTrump_2015211,709,888,realDonaldTrump,2015-02-11,,,
realDonaldTrump_2015212,1689,2023,realDonaldTrump,2015-02-12,,,
realDonaldTrump_2015213,967,1323,realDonaldTrump,2015-02-13,,,
realDonaldTrump_2015214,1396,1831,realDonaldTrump,2015-02-14,,,
realDonaldTrump_2015215,889,1440,realDonaldTrump,2015-02-15,,,
realDonaldTrump_2015216,568,1428,realDonaldTrump,2015-02-16,,,
realDonaldTrump_2015217,281,599,realDonaldTrump,2015-02-17,,,
realDonaldTrump_2015218,636,888,realDonaldTrump,2015-02-18,,,
realDonaldTrump_2015219,2087,3183,realDonaldTrump,2015-02-19,,,
realDonaldTrump_201522,7349,8597,realDonaldTrump,2015-02-02,,,
realDonaldTrump_2015220,1124,1603,realDonaldTrump,2015-02-20,,,
realDonaldTrump_2015221,644,1061,realDonaldTrump,2015-02-21,,,
realDonaldTrump_2015222,75497,76032,realDonaldTrump,2015-02-22,,,
realDonaldTrump_2015223,1835,2621,realDonaldTrump,2015-02-23,,,
realDonaldTrump_2015224,6750,5539,realDonaldTrump,2015-02-24,,,
realDonaldTrump_2015225,895,929,realDonaldTrump,2015-02-25,,,
realDonaldTrump_2015226,90,128,realDonaldTrump,2015-02-26,,,
realDonaldTrump_2015227,184,202,realDonaldTrump,2015-02-27,,,
realDonaldTrump_2015228,297,378,realDonaldTrump,2015-02-28,,,
realDonaldTrump_201523,1172,1516,realDonaldTrump,2015-02-03,,,
realDonaldTrump_201524,1944,2324,realDonaldTrump,2015-02-04,,,
realDonaldTrump_201525,871,1127,realDonaldTrump,2015-02-05,,,
realDonaldTrump_201526,5761,5079,realDonaldTrump,2015-02-06,,,
realDonaldTrump_201527,435,693,realDonaldTrump,2015-02-07,,,
realDonaldTrump_201528,78,169,realDonaldTrump,2015-02-08,,,
realDonaldTrump_201529,1701,3521,realDonaldTrump,2015-02-09,,,
realDonaldTrump_201531,270,338,realDonaldTrump,2015-03-01,,,
realDonaldTrump_2015310,631,741,realDonaldTrump,2015-03-10,,,
realDonaldTrump_2015311,1374,2010,realDonaldTrump,2015-03-11,,,
realDonaldTrump_2015312,1447,1944,realDonaldTrump,2015-03-12,,,
realDonaldTrump_2015313,1268,1582,realDonaldTrump,2015-03-13,,,
realDonaldTrump_2015315,121,266,realDonaldTrump,2015-03-15,,,
realDonaldTrump_2015316,372,649,realDonaldTrump,2015-03-16,,,
realDonaldTrump_2015317,799,1061,realDonaldTrump,2015-03-17,,,
realDonaldTrump_2015318,772,1313,realDonaldTrump,2015-03-18,,,
realDonaldTrump_2015319,332,582,realDonaldTrump,2015-03-19,,,
realDonaldTrump_201532,831,969,realDonaldTrump,2015-03-02,,,
realDonaldTrump_2015320,1266,1704,realDonaldTrump,2015-03-20,,,
realDonaldTrump_2015322,115,246,realDonaldTrump,2015-03-22,,,
realDonaldTrump_2015323,1143,2224,realDonaldTrump,2015-03-23,,,
realDonaldTrump_2015324,1331,2321,realDonaldTrump,2015-03-24,,,
realDonaldTrump_2015325,855,1309,realDonaldTrump,2015-03-25,,,
realDonaldTrump_2015326,4552,5447,realDonaldTrump,2015-03-26,,,
realDonaldTrump_2015327,551,610,realDonaldTrump,2015-03-27,,,
realDonaldTrump_2015329,178,233,realDonaldTrump,2015-03-29,,,
